date,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,chla,density
2021-01-04,-0.0015878056874498,0.0034030752722173,-0.0361591018736362,0.0320865996181964,0.0135340578854084,0.0029809095431119,7907.0,7961.0,7885.0,7860.0,7466.0,5793.0,3588.0,7.2,8.41,9.23,1.9,0.025,0.074,2.06,429.4,29.5,0.011,4454690.0
2021-01-05,0.0167845282703638,0.0090961242094635,-0.3299643397331238,0.0087654627859592,0.0089771719649434,0.0065762093290686,6046.0,6157.0,5770.0,5967.0,6050.0,6021.0,5087.0,7.8,8.38,10.27,2.14,0.025,0.073,1.98,400.3,25.3,0.01,4137650.0
2021-01-06,-0.0032921207603067,0.0031494910363107,-0.0286781378090381,0.0460551455616951,0.0181697327643632,-0.0005140632856637,6805.0,6848.0,6857.0,6812.0,6245.0,2955.0,1463.0,7.0,8.36,10.29,2.67,0.025,0.071,2.01,394.9,27.2,0.009,4220390.0
2021-01-07,-0.0351109653711319,0.0080013331025838,-0.0468658469617366,0.0361548997461795,0.0179492402821779,0.010613908059895,5951.0,6047.0,6250.0,5826.0,5625.0,3456.0,2232.0,6.4,8.34,10.3,1.92,0.025,0.074,2.01,397.2,21.9,0.005,10296500.0
2021-01-08,,,,,,,,,,,,,,2.4,8.61,11.09,2.1,0.025,0.065,2.43,466.3,26.5,0.018,5974880.0
2021-01-09,,,,,,,,,,,,,,1.1,8.43,11.38,3.21,0.035,0.086,2.16,417.6,49.9,0.016,6506150.0
2021-01-10,0.059810671955347,0.1463780254125595,0.9030203223228456,-0.0466694347560405,0.0685539692640304,0.0198965389281511,2563.0,3442.0,2185.0,2463.0,3779.0,3160.0,2208.0,3.0,8.41,10.92,1.69,0.064,0.08,2.24,411.2,31.4,0.01,5127650.0
2021-01-11,-0.003735990030691,0.0550295859575271,-0.6418219208717346,0.0107709746807813,0.038671962916851,-0.0009383797296322,3194.0,3566.0,3224.0,3200.0,3490.0,2720.0,1792.0,3.6,8.48,11.12,1.55,0.034,0.071,2.06,404.3,27.8,0.01,5080420.0
2021-01-12,0.1468783766031265,0.2505884766578674,0.6414329409599304,-0.0427518412470817,0.126437246799469,0.0485029928386211,1751.0,2922.0,1182.0,1589.0,3183.0,2866.0,1920.0,4.5,8.5,10.8,2.28,0.103,0.09,2.32,416.0,29.9,0.01,4867680.0
2021-01-13,,,,,,,,,,,,,,5.4,8.43,10.64,1.66,0.088,0.078,2.18,398.7,24.4,0.008,4343610.0
2021-01-14,0.1346332430839538,0.3699047565460205,0.7432639598846436,-0.0469122715294361,0.1837147176265716,0.1502086222171783,827.0,1798.0,466.0,611.0,1975.0,1874.0,1235.0,5.8,8.37,11.98,1.59,0.056,0.072,2.06,399.9,24.9,0.006,4016320.0
2021-01-15,,,,,,,,,,,,,,6.8,8.63,12.91,1.69,0.025,0.07,2.15,397.0,21.7,0.015,4778400.0
2021-01-16,0.0126672610640525,0.0838709697127342,,0.008403361774981,0.0554613471031188,0.0003522367042023,2840.0,3360.0,2767.0,2838.0,3304.0,2664.0,1790.0,7.2,8.62,12.39,1.8,0.05,0.072,2.15,411.6,29.3,0.015,4715070.0
2021-01-17,,,,,,,,,,,,,,6.2,8.93,12.86,2.68,0.025,0.063,1.92,399.0,24.0,0.032,6455850.0
2021-01-18,,,,,,,,,,,,,,5.3,9.2,14.34,4.09,0.025,0.059,1.64,391.5,30.7,0.051,8499200.0
2021-01-19,,,,,,,,,,,,,,5.8,8.99,13.62,3.3,0.025,0.035,1.02,441.7,16.3,0.015,4773660.0
2021-01-20,,,,,,,,,,,,,,6.1,8.91,12.84,3.23,0.025,0.072,2.0,454.4,26.0,0.015,4877440.0
2021-01-21,0.0240215025842189,0.0191619619727134,,0.0592513009905815,0.0332263931632041,0.0058708414435386,6168.0,6409.0,5810.0,6096.0,5692.0,5081.0,3678.0,8.8,8.49,12.17,1.74,0.044,0.072,2.05,407.7,26.6,0.01,4120290.0
2021-01-22,-0.0052831904031336,-0.0021652420982718,0.0196321550756692,0.0938846915960311,0.0303747560828924,0.0022223489359021,8794.0,8756.0,8848.0,8755.0,7253.0,4724.0,3050.0,8.7,8.31,11.54,1.52,0.078,0.074,2.25,418.6,26.9,0.009,3896690.0
2021-01-23,0.0119347069412469,0.0107726408168673,-0.2823561131954193,0.0469275526702404,0.0234850831329822,0.0074540683999657,9596.0,9805.0,9231.0,9454.0,8926.0,7672.0,5524.0,8.7,8.32,11.39,1.53,0.08,0.069,2.17,418.6,25.1,0.009,3940210.0
2021-01-24,0.0042251395061612,0.0139514282345771,-0.1853304505348205,0.0175568554550409,0.0152452243492007,0.0017999099800363,6679.0,6868.0,6599.0,6655.0,6631.0,5754.0,4085.0,8.4,8.36,11.43,1.56,0.067,0.064,2.04,413.7,24.3,0.009,3968470.0
2021-01-25,0.0098585514351725,0.0115038696676492,-0.1887008249759674,0.0151843819767236,0.0128245400264859,0.0014833650784566,7089.0,7254.0,6930.0,7068.0,7037.0,6222.0,4858.0,8.4,8.6,12.28,1.65,0.041,0.059,1.96,413.8,21.3,0.015,4446610.0
2021-01-26,0.0061507490463554,0.0011554332450032,-0.0169820468872785,0.0425714775919914,0.0156668853014707,0.0044262474402785,9077.0,9098.0,8887.0,8997.0,8355.0,6687.0,4854.0,,,,,,,,,,,
2021-01-27,-0.0086467787623405,0.0705808848142623,-0.5526573061943054,0.0194290243089199,0.0516027770936489,-0.0134806632995605,2232.0,2571.0,2333.0,2293.0,2473.0,2209.0,1620.0,8.7,8.18,11.08,1.64,0.213,0.084,2.36,423.2,34.4,0.005,3776440.0
2021-01-28,0.0300775989890098,0.0143188163638114,0.3784547746181488,0.0231331661343574,0.0174714755266904,0.0161705259233713,8295.0,8536.0,7562.0,8031.0,8150.0,7438.0,5767.0,9.7,8.18,11.0,1.24,0.201,0.075,2.2,441.4,26.1,0.005,3375850.0
2021-01-29,,,,,,,,,,,,,,8.4,8.21,11.15,1.18,0.18,0.081,2.09,428.3,32.4,0.003,737610.0
2021-01-30,0.1547838896512985,0.2666514217853546,0.7664473652839661,-0.0437186807394027,0.1342480331659317,0.012322274968028,1602.0,2767.0,1144.0,1563.0,3020.0,2648.0,1784.0,7.9,8.38,11.79,1.41,0.128,0.07,2.26,428.6,24.8,0.002,686370.0
2021-01-31,-0.0018180678598582,0.0048369094729423,-0.0530179440975189,0.0439376384019851,0.0185581352561712,0.0039411950856447,8024.0,8102.0,7990.0,7961.0,7420.0,4986.0,2691.0,8.7,8.51,12.17,1.16,0.112,0.062,2.18,440.1,20.5,0.003,417230.0
2021-02-01,0.009756657294929,0.0054650967940688,-0.0859167426824569,0.0895659103989601,0.0341753922402858,0.0016455767909064,8826.0,8923.0,8627.0,8797.0,7456.0,3686.0,1937.0,9.5,8.3,11.2,1.36,0.096,0.066,2.12,427.2,21.6,0.004,637330.0
2021-02-02,0.0325245223939418,0.1130434796214103,3.3710105419158936,-0.0093272477388381,0.0656980276107788,-0.0027575832791626,1989.0,2496.0,1874.0,2000.0,2543.0,2272.0,1602.0,9.5,8.15,10.51,1.22,0.146,0.073,2.27,433.9,23.4,0.004,1951000.0
2021-02-03,,,,,,,,,,,,,,9.4,8.3,11.3,1.19,0.125,0.073,2.13,431.5,24.5,0.006,1582160.0
2021-02-04,0.1429956406354904,0.3467870354652405,0.9933069944381714,-0.0435602478682994,0.1743993759155273,0.0211706105619668,1230.0,2536.0,884.0,1179.0,2767.0,2512.0,1621.0,10.26,8.24,11.426,1.45,0.1356,0.0732,2.167,438.7,23.8,0.00349,431790.0
2021-02-05,-0.012292118743062,-0.0078054638579487,0.0463871546089649,0.0474605821073055,0.0113871870562434,-0.0085646780207753,6714.0,6610.0,7000.0,6830.0,6011.0,4811.0,3155.0,10.22,8.23,11.365,1.41,0.1431,0.0729,2.152,439.0,23.7,0.00343,489760.0
2021-02-06,,,,,,,,,,,,,,9.72,8.1,10.882,1.14,0.1811,0.0769,2.238,440.4,25.0,,29500000.0
2021-02-07,,,,,,,,,,,,,,11.01,8.25,11.46,1.26,0.1515,0.0721,2.142,440.1,22.4,0.00394,356700.0
2021-02-08,-0.0234342422336339,0.0199634004384279,-0.1321004033088684,0.0389764457941055,0.0267210435122251,0.003064873162657,5891.0,6131.0,6136.0,5855.0,5671.0,4711.0,3713.0,11.85,8.32,11.611,1.32,0.1354,0.0733,2.124,437.6,31.9,0.00226,7532700.0
2021-02-09,,,,,,,,,,,,,,9.64,8.26,11.58,1.03,0.1391,0.0781,2.1,433.4,19.9,0.00345,1061600.0
2021-02-10,-0.0008801955846138,0.0186468809843063,-0.1589811891317367,0.035016369074583,0.0244744271039962,-0.0080915726721286,5026.0,5217.0,5117.0,5108.0,4864.0,2557.0,1357.0,9.81,8.39,12.094,1.27,0.1094,0.0747,2.147,432.6,19.8,0.00383,1031900.0
2021-02-11,0.0043859649449586,-0.0069967419840395,0.0830480530858039,0.1496413499116897,0.044171892106533,0.0020195578690618,9427.0,9296.0,9307.0,9389.0,6876.0,2934.0,1521.0,10.82,8.33,11.776,1.17,0.0905,0.0751,2.091,425.3,19.1,0.00413,810830.0
2021-02-12,-0.0149302706122398,0.0142289875075221,-0.0952170044183731,0.0399524979293346,0.0233329515904188,-0.003845510771498,5958.0,6130.0,6186.0,6004.0,5659.0,4143.0,1904.0,10.35,8.26,11.415,1.07,0.1005,0.0726,2.078,424.6,18.0,0.00413,804430.0
2021-02-13,0.0176358427852392,0.0594534315168857,,-0.007316053379327,0.0344289802014827,-0.0063634221442043,4216.0,4749.0,4122.0,4270.0,4819.0,4626.0,3549.0,10.85,8.44,12.081,1.19,0.05,0.0619,1.984,424.9,16.4,0.00559,1343140.0
2021-02-14,,,,,,,,,,,,,,11.98,8.5,12.545,1.35,0.0452,0.0667,2.211,422.1,16.5,0.0082,1171140.0
2021-02-15,-0.0185054391622543,0.0743262395262718,-0.3568024039268493,-0.0026336582377552,0.0453158132731914,-0.0313195772469043,3263.0,3787.0,3605.0,3474.0,3807.0,3396.0,2299.0,12.83,8.58,12.397,1.38,0.0279,0.0589,1.962,420.3,15.9,0.00898,1004460.0
2021-02-16,,,,,,,,,,,,,,11.44,8.66,11.855,1.4,0.037,0.0444,1.968,422.3,14.8,0.01389,1899830.0
2021-02-17,0.0029924309346824,0.0256410259753465,-0.4035695195198059,0.020116152241826,0.0236470494419336,0.0051505891606211,5757.0,6060.0,5664.0,5698.0,5821.0,5811.0,4858.0,11.47,8.81,10.751,1.77,0.0374,0.0506,1.751,421.0,22.0,0.01411,2030440.0
2021-02-18,0.2255797684192657,0.4643177092075348,1.0499662160873413,-0.046099979430437,0.227990061044693,0.0141322780400514,897.0,2452.0,551.0,872.0,2689.0,2113.0,1334.0,10.14,8.73,10.654,1.83,0.047,0.0506,1.887,425.1,22.8,0.01425,2433520.0
2021-02-19,,,,,,,,,,,,,,9.97,8.75,10.796,2.11,0.0429,0.0431,1.836,427.1,21.0,0.01048,2067220.0
2021-02-20,,,,,,,,,,,,,,10.82,8.84,11.186,1.77,0.0392,0.04,1.764,423.3,20.1,0.0096,1864040.0
2021-02-21,0.2136752158403396,0.4704205393791199,1.07421875,-0.0183202475309371,0.247109517455101,0.0227116309106349,743.0,2063.0,460.0,710.0,2140.0,1817.0,1115.0,12.54,8.73,11.298,2.11,0.0266,0.0439,1.728,425.0,21.9,0.0096,1466870.0
2021-02-22,0.1825539618730545,0.4161073863506317,1.1128395795822144,-0.0255541875958442,0.2176170200109481,-0.0038167939055711,1305.0,3165.0,909.0,1315.0,3331.0,2767.0,1678.0,14.14,8.63,11.196,2.07,0.0338,0.0475,2.017,433.3,19.3,0.00639,673790.0
2021-02-23,0.0215231794863939,0.2163265347480774,5.261232852935791,-0.0089270081371068,0.1244112029671669,-0.007346938829869,1824.0,2831.0,1773.0,1851.0,2882.0,2350.0,1499.0,13.3,8.57,9.599,2.79,0.061,0.0645,2.087,431.4,57.3,,132000000.0
2021-02-24,0.0288882404565811,0.1797480583190918,16.271930694580078,0.0196817424148321,0.1167004257440567,-0.0202546287328004,1693.0,2435.0,1664.0,1763.0,2341.0,2075.0,1600.0,12.08,8.55,9.512,2.29,0.0639,0.0699,1.865,432.0,49.2,0.00844,1816360.0
2021-02-25,0.0001165637004305,-0.0062841367907822,0.0598166361451149,0.1860367357730865,0.0552596785128116,-0.000758150126785,8567.0,8460.0,8578.0,8580.0,5806.0,1978.0,878.0,12.61,8.72,9.773,2.07,0.0535,0.0454,1.576,425.2,25.0,0.00853,1273310.0
2021-02-26,0.0022899596951901,-0.0014288630336523,0.0143870105966925,0.1508557349443435,0.0484696701169014,-0.0018311291933059,9812.0,9784.0,9803.0,9848.0,7219.0,2930.0,1542.0,12.19,8.72,9.555,1.67,0.0732,0.0542,1.622,428.5,35.2,0.00991,5414080.0
2021-02-27,0.0076642073690891,0.005348346196115,-0.0789528340101242,0.086801066994667,0.0331990607082843,0.0023402594961225,7067.0,7143.0,6927.0,7034.0,6002.0,3571.0,2501.0,11.1,8.52,9.791,1.85,0.0851,0.0592,1.718,429.2,33.7,0.0096,1816690.0
2021-02-28,0.001787961111404,0.012985317967832,-0.1469068378210067,0.0439811684191226,0.0239191744476556,-6.610696436837316e-05,7563.0,7762.0,7537.0,7564.0,7108.0,5776.0,3216.0,11.4,8.72,10.438,1.67,0.0414,0.0466,1.477,427.6,20.2,0.00927,1533040.0
2021-03-01,0.0069564250297844,0.0043523772619664,-0.0551214069128036,0.0411193594336509,0.0172732509672641,-0.0006083061452955,9036.0,9115.0,8922.0,9047.0,8395.0,6800.0,4504.0,12.03,8.79,10.934,1.4,0.043,0.0415,1.561,428.5,19.5,0.0106,1767470.0
2021-03-02,,,,,,,,,,,,,,11.13,8.61,10.046,1.38,0.0532,0.0438,1.739,426.7,23.4,0.00724,1354890.0
2021-03-03,0.0580445826053619,0.1818022727966308,1.8540328741073608,-0.0112721417099237,0.1042470559477806,-0.0124604012817144,2338.0,3377.0,2134.0,2397.0,3454.0,2779.0,1824.0,11.18,8.66,10.496,1.5,0.0598,0.0442,1.543,425.5,22.9,0.00913,1584510.0
2021-03-04,0.0286178197711706,0.0671729519963264,1.930873155593872,0.0103569291532039,0.0460170470178127,0.0088980151340365,5159.0,5902.0,4786.0,5068.0,5781.0,5480.0,4220.0,10.82,8.68,10.461,1.41,0.0511,0.0421,1.607,426.4,24.4,0.00873,1652620.0
2021-03-05,-0.0346662737429142,0.0014513788046315,-0.0070679266937077,0.096979334950447,0.0338315106928348,0.0004592071054503,6536.0,6555.0,6999.0,6530.0,5396.0,2676.0,1535.0,12.85,8.79,10.667,2.03,0.0404,0.0563,1.731,453.4,22.7,0.01164,1716940.0
2021-03-06,0.0106463432312011,0.0133928572759032,-0.3633060753345489,0.0387233309447765,0.0223597921431064,0.0087869446724653,8840.0,9080.0,8503.0,8686.0,8403.0,6896.0,4851.0,12.68,8.59,10.052,2.01,0.1315,0.0795,2.264,472.0,25.8,0.01042,2666540.0
2021-03-07,-0.0108235292136669,0.0037302386481314,-0.0287146773189306,0.069864310324192,0.0265533532947301,0.0002972474903799,8413.0,8476.0,8592.0,8408.0,7369.0,5695.0,4450.0,10.96,8.55,10.039,2.01,0.1177,0.0708,2.303,463.6,34.5,0.01,2171000.0
2021-03-08,0.0175498388707637,0.0345603600144386,,0.0125865321606397,0.0265481974929571,0.0028385373298078,6006.0,6436.0,5766.0,5972.0,6276.0,6049.0,4715.0,10.13,8.55,10.117,2.02,0.0713,0.0638,2.05,456.1,26.2,0.00939,2255810.0
2021-03-09,-0.0020679468289017,0.0159397181123495,-0.1761691272258758,0.0259749758988618,0.0195263531059026,0.0025835977867245,6791.0,7011.0,6784.0,6756.0,6656.0,5591.0,3456.0,10.59,8.72,11.419,2.06,0.0479,0.051,1.676,457.1,22.5,0.01249,2380770.0
2021-03-10,0.294117659330368,0.5945485234260559,1.4303278923034668,0.0313237830996513,0.3327676355838775,-0.0805739536881446,833.0,3276.0,534.0,979.0,3077.0,2267.0,1248.0,11.06,8.6,11.103,1.51,0.0742,0.0604,1.938,433.2,21.5,0.00727,1419050.0
2021-03-11,0.002774566411972,0.0011587485205382,-0.0115366866812109,0.1685150116682052,0.0555307567119598,-0.0031224701087921,8620.0,8640.0,8626.0,8674.0,6148.0,2050.0,973.0,12.43,8.46,10.572,1.27,0.1346,0.0693,2.186,426.8,31.3,0.00428,851200.0
2021-03-12,-0.0336638838052749,0.0116581171751022,-0.0598249696195125,0.0503527447581291,0.025242468342185,0.0008094981312751,7418.0,7593.0,7922.0,7406.0,6865.0,5965.0,3772.0,11.93,8.38,10.291,1.43,0.1597,0.0809,2.15,437.3,35.6,0.00706,1512730.0
2021-03-13,,,,,,,,,,,,,,12.17,8.38,10.306,1.4,0.1409,0.0695,2.104,431.6,29.8,0.00711,1454340.0
2021-03-14,,,,,,,,,,,,,,13.15,8.38,10.19,1.0,0.1234,0.0755,2.099,432.0,28.6,0.00434,792570.0
2021-03-15,,,,,,,,,,,,,,14.08,8.53,10.546,1.31,0.0947,0.0665,2.01,427.8,27.2,0.00758,1060440.0
2021-03-16,-0.0023539185058325,0.0128432847559452,-0.1332010775804519,0.0200206395238637,0.0154130589216947,0.0013860013568773,7225.0,7413.0,7239.0,7205.0,7122.0,6754.0,5421.0,,,,,,,,,,,
2021-03-17,0.013064713217318,0.0079039642587304,-0.1614469587802887,0.0562371537089347,0.0247697718441486,0.0030040855053812,8347.0,8480.0,8083.0,8297.0,7577.0,4678.0,2326.0,14.26,8.53,10.101,1.38,0.1089,0.0763,2.148,436.8,28.7,0.01168,1544200.0
2021-03-18,0.0082141766324639,0.0299210324883461,-0.6369525194168091,0.0170995201915502,0.0252725426107645,0.0050288974307477,6695.0,7108.0,6520.0,6628.0,6869.0,6094.0,3933.0,12.77,8.4,10.067,0.93,0.1371,0.0751,2.115,430.1,30.4,0.00581,973790.0
2021-03-19,0.0012855831300839,0.0126922139897942,-0.1198570951819419,0.0889763757586479,0.038866352289915,-0.0054093925282359,8090.0,8298.0,8157.0,8178.0,6942.0,5642.0,3647.0,13.5,8.4,9.953,1.33,0.1008,0.0833,2.227,409.3,33.5,0.00469,719130.0
2021-03-20,0.0136572327464818,0.0128405541181564,-0.376555323600769,0.0754638686776161,0.0345061235129833,0.0068329349160194,8841.0,9071.0,8486.0,8721.0,7798.0,5600.0,3033.0,13.28,8.38,9.883,1.25,0.101,0.0834,2.137,402.4,31.3,0.00572,892700.0
2021-03-21,-0.0003184713423252,0.0077926209196448,-0.0732874646782875,0.0733401104807853,0.0304250884801149,-0.0031157624907791,6239.0,6337.0,6282.0,6278.0,5471.0,2651.0,1432.0,12.74,8.38,9.954,1.52,0.0906,0.0826,2.369,435.2,35.0,0.0061,986460.0
2021-03-22,,,,,,,,,,,,,,12.71,8.46,10.221,1.32,0.0726,0.0798,2.243,426.8,34.2,0.00794,1209010.0
2021-03-23,,,,,,,,,,,,,,13.5,8.32,9.887,1.74,0.1712,0.1007,2.555,461.9,47.3,0.00677,1122400.0
2021-03-24,,,,,,,,,,,,,,14.29,8.77,10.838,2.56,0.025,0.0782,1.997,433.6,37.5,0.03387,3734250.0
2021-03-25,,,,,,,,,,,,,,15.36,8.97,11.614,2.33,0.025,0.0658,1.994,420.3,33.0,0.01704,2375440.0
2021-03-26,,,,,,,,,,,,,,16.42,8.7,11.693,2.55,0.025,0.0551,1.633,416.4,27.4,0.02677,4598950.0
2021-03-27,0.0095193870365619,0.0206937622278928,-0.4167916178703308,0.0199345424771308,0.0204205680638551,0.0042748092673718,6578.0,6856.0,6399.0,6522.0,6588.0,5826.0,4075.0,17.47,8.73,10.298,3.38,0.025,0.1006,1.748,419.6,50.2,0.04175,5660040.0
2021-03-28,0.0738738775253295,0.3502635359764099,2.774193525314331,0.0720943510532379,0.2350126653909683,-0.0470836274325847,1356.0,2818.0,1285.0,1490.0,2439.0,1739.0,1061.0,17.06,8.48,9.103,2.56,0.0256,0.0762,2.091,412.6,41.2,0.02229,4291500.0
2021-03-29,,,,,,,,,,,,,,18.65,8.67,10.277,2.62,0.025,0.0695,1.868,414.4,26.0,0.02895,4219830.0
2021-03-30,-0.0289398282766342,0.0950401797890663,-0.5068715810775757,0.0564020313322544,0.0808221921324729,-0.018482344225049,3266.0,3952.0,3591.0,3389.0,3530.0,2208.0,1261.0,19.42,8.74,9.754,2.53,0.025,0.0639,1.923,413.9,33.8,0.02814,3902570.0
2021-03-31,0.0071843997575342,0.0130745386704802,-0.1636578440666198,0.0594868920743465,0.0292916409671306,-0.002588203176856,7322.0,7516.0,7255.0,7360.0,6672.0,4583.0,2745.0,18.47,8.75,9.224,3.36,0.0329,0.076,1.588,414.1,29.5,0.03288,4729020.0
