date,temperature,pH,oxygen,permanganate,NH,TP,TN,conductivity,turbidity,area,weather,max_temperature,min_temperature,aqi,aqiLevel,wind_direction,wind_power,aqiInfo,ndci,ndvi,evi,ndwi,fai,nrfi,b1,b2,b3,b4,b5,b6,b7,density_mean_x,density_lower_x,density_upper_x,FAI,density_mean_y,density_lower_y,density_upper_y,chla_mean,chla_lower,chla_upper
2021-01-01,3.6,7.521666666666666,12.69,4.21,0.025000000000000005,0.11,6.051666666666667,382.0833333333333,147.15,宜兴,雨夹雪-晴,4.0,-4.0,60.0,2.0,西南风,2级,良,0.0962586253881454,-0.4272493720054626,4.679054260253906,0.4486345946788788,-576.9959716796875,-0.041767343878746,1388.0,557.0,1244.0,1509.0,212.0,207.0,94.0,7334620.0,5546074.601405852,9123165.398594148,-0.268085303734164,8759783.333333334,7399464.949320565,10120101.717346102,0.0035,0.003061730676410041,0.003938269323589959
2021-01-02,3.766666666666667,7.511666666666667,12.691666666666668,3.6999999999999997,0.025000000000000005,0.0835,-1.0,392.4666666666667,108.39999999999999,宜兴,多云-晴,7.0,-2.0,89.0,2.0,东南风,2级,良,0.0962586253881454,-0.4272493720054626,4.679054260253906,0.4486345946788788,-576.9959716796875,-0.041767343878746,1388.0,557.0,1244.0,1509.0,212.0,207.0,94.0,7334620.0,5546074.601405852,9123165.398594148,-0.268085303734164,7334620.0,5546074.601405852,9123165.398594148,0.0031666666666666666,0.002564323095456865,0.0037690102378764682
2021-01-03,4.2,7.531666666666666,12.785000000000002,3.47,0.025000000000000005,0.06783333333333334,-1.0,416.01666666666665,79.28333333333333,宜兴,晴,9.0,4.0,93.0,2.0,东南风,3级,良,0.098412699997425,-0.3536191880702972,25.56666755676269,0.4468524158000946,-513.6412353515625,-0.0294214878231287,1468.0,701.0,1278.0,1557.0,268.0,290.0,134.0,5136341.666666667,3689354.603590767,6583328.729742567,-0.1930486430537216,5136341.666666667,3689354.603590767,6583328.729742567,0.0028333333333333335,0.002506666666666667,0.00316
2021-01-04,4.833333333333333,7.505,12.69,3.3766666666666665,0.025333333333333333,0.05633333333333334,-0.45333333333333337,413.7833333333333,70.18333333333334,宜兴,阴-小雨,11.0,4.0,67.0,2.0,东风,2级,良,-0.035140722990036,-0.064041294157505,0.1590542197227478,-0.0373574532568454,-233.69949340820312,-0.0431493893265724,2783.0,2448.0,3255.0,3034.0,2638.0,2312.0,1813.0,3622895.0,2938557.904018173,4307232.095981827,-0.0546161422593191,3622895.0,2938557.904018173,4307232.095981827,0.0030000000000000005,0.0030000000000000005,0.0030000000000000005
2021-01-05,5.433333333333334,7.508333333333333,12.516666666666666,3.481666666666667,0.03516666666666667,0.05833333333333333,-1.0,413.8666666666666,67.66666666666667,宜兴,阴,8.0,0.0,77.0,2.0,东北风,3级,良,0.0105824517086148,-0.0049220672808587,0.087642416357994,-0.0001648532779654,-41.503517150878906,0.0050045121461153,6125.0,6065.0,5937.0,6064.0,6067.0,6039.0,4750.0,3845083.3333333335,2955843.6350836456,4734323.031583021,-0.0032162911610827,3845083.3333333335,2955843.6350836456,4734323.031583021,0.0030000000000000005,0.0030000000000000005,0.0030000000000000005
2021-01-06,5.3500000000000005,7.4750000000000005,12.291666666666666,3.108333333333333,0.06,0.07716666666666666,-0.5733333333333334,418.75,76.58333333333333,宜兴,阴-多云,3.0,-7.0,67.0,2.0,北风,2级,良,0.004524887073785,0.0039123143069446,-0.0492803491652011,0.0493314303457737,1055.7879638671875,0.001748688519001,8020.0,8083.0,7920.0,7992.0,7323.0,3404.0,1614.0,3924880.0,3191972.997803077,4657787.002196923,0.0197880075194068,3924880.0,3191972.997803077,4657787.002196923,0.0030000000000000005,0.0030000000000000005,0.0030000000000000005
2021-01-07,4.3,7.561666666666667,12.506666666666668,5.795000000000001,0.40750000000000003,0.2061666666666667,2.5083333333333333,482.23333333333335,172.71666666666667,宜兴,阴-多云,-3.0,-7.0,60.0,2.0,西北风,4级,良,-0.0359617285430431,0.0038100075908005,-0.0191554576158523,0.0343744531273841,530.8552856445312,0.0033256588503718,5883.0,5928.0,6280.0,5844.0,5534.0,3624.0,2306.0,8621175.0,6709198.740594843,10533151.259405157,0.0145927020812589,8621175.0,6709198.740594843,10533151.259405157,0.008833333333333334,0.0052045386145443085,0.012462128052122358
2021-01-08,2.183333333333333,7.603333333333333,13.101666666666667,5.448333333333333,-0.2015,-0.013833333333333322,2.23,452.6666666666667,183.21666666666667,宜兴,多云,0.0,-7.0,58.0,2.0,西北风,3级,良,0.0284958307941754,-0.0936864089841644,-0.7403023739655812,0.111283188064893,216.9353535970052,-0.0145828009893497,4377.333333333333,4203.333333333333,4553.333333333333,4399.666666666667,3835.333333333333,2559.666666666667,1624.3333333333337,7569425.0,6121192.2337586,9017657.7662414,0.0024968390341173,10061341.666666666,9279913.176165551,10842770.157167781,0.005833333333333333,0.002616039784746605,0.00905062688192006
2021-01-09,1.8333333333333333,7.596666666666667,13.366666666666667,4.023333333333333,-0.6583333333333333,0.08483333333333333,1.5216666666666667,401.0833333333333,136.0,宜兴,晴,4.0,-5.0,64.0,2.0,西风,2级,良,0.0370106891625456,-0.1193090675191746,-0.0613224042786492,0.0900010847383074,17.39307996961807,-0.0225774703754318,3562.222222222222,3258.555555555555,3659.8888888888887,3628.777777777778,2971.8888888888887,2069.444444444445,1335.8888888888891,6648582.222222222,5518644.228446668,7778520.215997777,-0.0138224564328255,7300426.666666667,6764396.218412772,7836457.114920562,0.0031666666666666666,0.0028399999999999996,0.0034933333333333335
2021-01-10,2.15,7.5633333333333335,13.361666666666666,3.725,-0.8291666666666666,0.07333333333333333,1.6050000000000002,408.23333333333335,106.41666666666667,宜兴,多云,6.0,-3.0,86.0,2.0,西北风,2级,良,0.0455255475309159,-0.1449317260541849,0.6176575654082828,0.0687189814117219,-182.14919365776905,-0.030572139761514,2747.1111111111118,2313.7777777777774,2766.4444444444443,2857.8888888888887,2108.4444444444443,1579.2222222222222,1047.4444444444446,5727739.444444445,4916096.223134735,6539382.665754154,-0.0421486802127542,5465925.0,4945179.220086115,5986670.779913885,0.0028333333333333335,0.002506666666666667,0.00316
